tag,type,sha,date
3.0-hr,Container Image,sha256:729141bc731c4ff06c8a347a633e8ebaaa0e5a2f1e681a1b243817b0fa20c9d0,08/28/2025
3.0-hi,Container Image,sha256:729141bc731c4ff06c8a347a633e8ebaaa0e5a2f1e681a1b243817b0fa20c9d0,08/28/2025
3.0-ru,Container Image,sha256:729141bc731c4ff06c8a347a633e8ebaaa0e5a2f1e681a1b243817b0fa20c9d0,08/28/2025
3.0-ar,Container Image,sha256:729141bc731c4ff06c8a347a633e8ebaaa0e5a2f1e681a1b243817b0fa20c9d0,08/28/2025
3.0-ur,Container Image,sha256:729141bc731c4ff06c8a347a633e8ebaaa0e5a2f1e681a1b243817b0fa20c9d0,08/28/2025
3.0-sv,Container Image,sha256:729141bc731c4ff06c8a347a633e8ebaaa0e5a2f1e681a1b243817b0fa20c9d0,08/28/2025
3.0-sq,Container Image,sha256:729141bc731c4ff06c8a347a633e8ebaaa0e5a2f1e681a1b243817b0fa20c9d0,08/28/2025
3.0-ro,Container Image,sha256:729141bc731c4ff06c8a347a633e8ebaaa0e5a2f1e681a1b243817b0fa20c9d0,08/28/2025
3.0-no,Container Image,sha256:729141bc731c4ff06c8a347a633e8ebaaa0e5a2f1e681a1b243817b0fa20c9d0,08/28/2025
3.0-nl,Container Image,sha256:729141bc731c4ff06c8a347a633e8ebaaa0e5a2f1e681a1b243817b0fa20c9d0,08/28/2025
3.0-ku,Container Image,sha256:729141bc731c4ff06c8a347a633e8ebaaa0e5a2f1e681a1b243817b0fa20c9d0,08/28/2025
3.0-gl,Container Image,sha256:729141bc731c4ff06c8a347a633e8ebaaa0e5a2f1e681a1b243817b0fa20c9d0,08/28/2025
3.0-ga,Container Image,sha256:729141bc731c4ff06c8a347a633e8ebaaa0e5a2f1e681a1b243817b0fa20c9d0,08/28/2025
3.0-fil,Container Image,sha256:729141bc731c4ff06c8a347a633e8ebaaa0e5a2f1e681a1b243817b0fa20c9d0,08/28/2025
3.0-el,Container Image,sha256:729141bc731c4ff06c8a347a633e8ebaaa0e5a2f1e681a1b243817b0fa20c9d0,08/28/2025
3.0-da,Container Image,sha256:729141bc731c4ff06c8a347a633e8ebaaa0e5a2f1e681a1b243817b0fa20c9d0,08/28/2025
3.0-ca,Container Image,sha256:729141bc731c4ff06c8a347a633e8ebaaa0e5a2f1e681a1b243817b0fa20c9d0,08/28/2025
3.0-af,Container Image,sha256:729141bc731c4ff06c8a347a633e8ebaaa0e5a2f1e681a1b243817b0fa20c9d0,08/28/2025
3.0-pt,Container Image,sha256:729141bc731c4ff06c8a347a633e8ebaaa0e5a2f1e681a1b243817b0fa20c9d0,08/28/2025
3.0-fr,Container Image,sha256:729141bc731c4ff06c8a347a633e8ebaaa0e5a2f1e681a1b243817b0fa20c9d0,08/28/2025
3.0-es,Container Image,sha256:729141bc731c4ff06c8a347a633e8ebaaa0e5a2f1e681a1b243817b0fa20c9d0,08/28/2025
3.0-de,Container Image,sha256:729141bc731c4ff06c8a347a633e8ebaaa0e5a2f1e681a1b243817b0fa20c9d0,08/28/2025
3.0-it,Container Image,sha256:d8e6af7f9860882cd614f7b544f07ed4f760e33b202d0e28a6344b4c4d8212a6,08/28/2025
3.0-en,Container Image,sha256:d8e6af7f9860882cd614f7b544f07ed4f760e33b202d0e28a6344b4c4d8212a6,08/28/2025
latest,Container Image,sha256:d8e6af7f9860882cd614f7b544f07ed4f760e33b202d0e28a6344b4c4d8212a6,08/28/2025
